age,workclass,education_num,marital_status,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income,occupation_grouped,native_country_grouped
24,Private,13,Never-married,Not-in-family,White,Male,0,0,42,<=50K,Exec-managerial,United-States
29,Private,13,Never-married,Not-in-family,White,Male,0,0,45,<=50K,Sales,United-States
51,State-gov,9,Married-civ-spouse,Husband,Black,Male,0,0,60,>50K,Prof-specialty,United-States
45,Private,10,Never-married,Not-in-family,White,Male,0,0,50,<=50K,Craft-repair,United-States
36,Private,11,Separated,Unmarried,Black,Female,0,0,40,<=50K,Adm-clerical,United-States
54,Private,7,Married-civ-spouse,Husband,White,Male,0,0,42,<=50K,Other,United-States
23,Private,10,Never-married,Own-child,White,Female,0,0,40,<=50K,Other,United-States
36,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Other-service,United-States
44,Private,9,Married-civ-spouse,Husband,White,Male,2829,0,42,<=50K,Craft-repair,United-States
27,Local-gov,11,Never-married,Not-in-family,White,Female,0,1564,72,>50K,Other,United-States
53,Private,12,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,0,0,40,<=50K,Sales,Other
30,Private,10,Never-married,Own-child,White,Female,0,0,40,<=50K,Craft-repair,United-States
67,Federal-gov,9,Never-married,Not-in-family,White,Male,0,0,40,>50K,Adm-clerical,United-States
24,Private,14,Never-married,Unmarried,Black,Female,0,0,38,<=50K,Sales,United-States
29,Self-emp-not-inc,13,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Prof-specialty,United-States
51,Self-emp-not-inc,13,Divorced,Unmarried,White,Female,0,0,40,<=50K,Sales,United-States
44,Private,9,Never-married,Unmarried,Black,Male,0,0,32,<=50K,Other-service,United-States
27,Private,7,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Machine-op-inspct,United-States
57,Local-gov,13,Divorced,Not-in-family,White,Female,0,0,35,<=50K,Prof-specialty,United-States
43,Private,9,Divorced,Unmarried,White,Female,0,1762,24,<=50K,Other-service,United-States
62,Private,9,Married-spouse-absent,Not-in-family,White,Male,0,0,54,<=50K,Craft-repair,United-States
53,Private,12,Separated,Unmarried,White,Female,0,0,40,<=50K,Exec-managerial,United-States
44,Local-gov,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Other,United-States
57,Self-emp-inc,13,Married-civ-spouse,Husband,White,Male,0,1977,40,>50K,Exec-managerial,United-States
52,Private,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K,Machine-op-inspct,Other
66,Private,9,Widowed,Not-in-family,White,Male,0,0,22,<=50K,Other,United-States
37,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,99,<=50K,Other,United-States
33,Private,5,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Other,Other
34,Private,9,Married-civ-spouse,Husband,White,Male,7298,0,50,>50K,Exec-managerial,United-States
23,Private,9,Married-civ-spouse,Husband,White,Male,0,1902,50,>50K,Other,United-States
36,Private,9,Never-married,Other-relative,White,Male,0,0,40,<=50K,Craft-repair,United-States
50,State-gov,14,Divorced,Not-in-family,White,Male,0,0,60,>50K,Prof-specialty,United-States
39,State-gov,9,Never-married,Unmarried,White,Female,0,0,55,<=50K,Other-service,United-States
50,Private,11,Married-civ-spouse,Husband,White,Male,0,0,55,<=50K,Other-service,United-States
23,Private,12,Married-civ-spouse,Wife,White,Female,0,0,45,<=50K,Other,Other
43,Private,13,Married-civ-spouse,Wife,Black,Female,0,0,40,>50K,Other,United-States
44,Self-emp-inc,15,Married-civ-spouse,Husband,White,Male,0,0,55,>50K,Prof-specialty,United-States
57,Self-emp-not-inc,7,Married-civ-spouse,Husband,White,Male,0,0,99,<=50K,Other,United-States
47,Local-gov,9,Divorced,Own-child,White,Female,0,0,32,<=50K,Other-service,United-States
28,Private,4,Separated,Unmarried,Black,Female,0,0,40,<=50K,Machine-op-inspct,United-States
43,Private,14,Separated,Unmarried,White,Female,6497,0,50,<=50K,Sales,United-States
53,Self-emp-inc,6,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Exec-managerial,United-States
26,Private,10,Never-married,Own-child,White,Female,0,0,40,<=50K,Sales,United-States
48,Local-gov,13,Divorced,Not-in-family,Black,Female,0,0,43,>50K,Other,United-States
49,Private,9,Divorced,Not-in-family,White,Female,0,1564,40,>50K,Exec-managerial,United-States
52,Federal-gov,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Other,United-States
51,Private,9,Divorced,Not-in-family,White,Male,0,0,60,<=50K,Craft-repair,United-States
41,Private,10,Divorced,Unmarried,White,Male,0,0,46,<=50K,Sales,United-States
46,Private,13,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Other,United-States
25,Private,11,Never-married,Not-in-family,White,Male,0,0,65,>50K,Sales,Other
23,Private,9,Married-civ-spouse,Husband,White,Male,0,0,27,<=50K,Other,United-States
43,Private,13,Married-civ-spouse,Husband,White,Male,0,0,38,<=50K,Other,United-States
41,Private,10,Never-married,Not-in-family,White,Male,0,0,15,<=50K,Adm-clerical,United-States
29,Local-gov,13,Married-civ-spouse,Husband,White,Male,7298,0,40,>50K,Prof-specialty,United-States
27,Private,13,Married-civ-spouse,Wife,White,Female,7298,0,45,>50K,Prof-specialty,Other
44,Local-gov,10,Married-civ-spouse,Wife,White,Female,0,0,38,>50K,Exec-managerial,United-States
31,Private,9,Never-married,Other-relative,Black,Male,0,0,40,<=50K,Adm-clerical,United-States
43,Private,10,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Craft-repair,United-States
41,Local-gov,9,Divorced,Unmarried,Black,Female,0,0,40,>50K,Other,United-States
50,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,99999,0,45,>50K,Sales,United-States
70,Self-emp-not-inc,7,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Other,United-States
78,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,3471,0,50,<=50K,Other,United-States
26,Private,10,Never-married,Other-relative,Black,Female,0,0,40,<=50K,Sales,United-States
73,Private,9,Divorced,Not-in-family,White,Female,0,0,32,<=50K,Adm-clerical,United-States
47,Private,9,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Exec-managerial,United-States
61,Private,9,Divorced,Not-in-family,Black,Male,0,0,40,<=50K,Other-service,United-States
45,Private,9,Never-married,Own-child,White,Male,0,0,40,<=50K,Adm-clerical,United-States
47,Private,9,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Sales,United-States
38,Self-emp-not-inc,13,Never-married,Own-child,White,Female,0,0,20,<=50K,Other-service,United-States
21,Private,9,Never-married,Own-child,White,Female,0,0,40,<=50K,Machine-op-inspct,United-States
46,Private,11,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Sales,United-States
28,Self-emp-not-inc,10,Married-civ-spouse,Husband,Other,Male,0,0,70,>50K,Exec-managerial,Other
50,State-gov,5,Married-civ-spouse,Husband,White,Male,0,2002,40,<=50K,Prof-specialty,United-States
30,Private,13,Never-married,Not-in-family,Black,Female,0,0,40,<=50K,Prof-specialty,United-States
53,Private,2,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Machine-op-inspct,United-States
63,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,0,0,20,<=50K,Other,United-States
39,Self-emp-not-inc,6,Separated,Not-in-family,Black,Male,0,0,40,<=50K,Craft-repair,United-States
28,Private,10,Never-married,Own-child,White,Male,0,0,20,<=50K,Other,United-States
44,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,0,0,75,<=50K,Other,United-States
26,Private,13,Never-married,Not-in-family,Black,Male,0,0,40,<=50K,Craft-repair,United-States
32,Private,7,Married-spouse-absent,Own-child,White,Male,0,0,40,<=50K,Craft-repair,United-States
27,Private,13,Never-married,Other-relative,White,Female,0,0,15,<=50K,Prof-specialty,United-States
31,Private,15,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K,Prof-specialty,Other
61,Private,9,Married-civ-spouse,Husband,White,Male,4386,0,40,>50K,Other,United-States
32,Private,6,Married-civ-spouse,Husband,White,Male,0,2051,38,<=50K,Other-service,United-States
24,Self-emp-not-inc,7,Never-married,Not-in-family,White,Female,0,0,3,<=50K,Prof-specialty,United-States
39,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Other,United-States
29,Private,10,Married-civ-spouse,Husband,White,Male,0,0,46,<=50K,Machine-op-inspct,United-States
52,Private,9,Married-civ-spouse,Husband,White,Male,5178,0,40,>50K,Exec-managerial,United-States
26,Self-emp-not-inc,9,Never-married,Not-in-family,White,Male,0,0,35,<=50K,Other,United-States
30,Private,12,Never-married,Own-child,White,Female,0,0,15,<=50K,Other,United-States
70,Private,9,Married-civ-spouse,Husband,White,Male,0,0,30,<=50K,Adm-clerical,United-States
29,Private,9,Never-married,Own-child,White,Male,0,0,30,<=50K,Other,United-States
32,Private,10,Divorced,Other-relative,White,Female,4865,0,40,<=50K,Adm-clerical,United-States
75,Self-emp-not-inc,7,Widowed,Not-in-family,White,Male,0,0,40,<=50K,Sales,United-States
37,Private,13,Divorced,Not-in-family,White,Male,0,1980,40,<=50K,Craft-repair,United-States
39,Private,9,Married-civ-spouse,Husband,Black,Male,0,0,40,<=50K,Other-service,United-States
66,State-gov,9,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Exec-managerial,United-States
49,Local-gov,13,Married-civ-spouse,Husband,White,Male,0,0,42,>50K,Other,United-States
20,Private,9,Never-married,Own-child,White,Female,0,0,40,<=50K,Exec-managerial,United-States
44,Private,10,Divorced,Not-in-family,White,Male,3325,0,40,<=50K,Machine-op-inspct,United-States
42,Private,13,Divorced,Not-in-family,White,Female,0,0,50,>50K,Exec-managerial,United-States
34,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Craft-repair,United-States
37,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Other,United-States
22,Private,10,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Other,Other
33,Private,9,Separated,Not-in-family,Other,Male,0,0,37,<=50K,Adm-clerical,United-States
54,Federal-gov,9,Married-civ-spouse,Husband,White,Male,4386,0,41,>50K,Adm-clerical,United-States
44,Private,12,Married-civ-spouse,Husband,White,Male,0,1977,50,>50K,Exec-managerial,United-States
49,Private,13,Divorced,Not-in-family,White,Female,0,0,50,>50K,Sales,United-States
49,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Craft-repair,Other
31,Self-emp-not-inc,9,Never-married,Not-in-family,White,Male,0,0,27,<=50K,Other-service,United-States
81,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,0,0,25,<=50K,Other,Other
40,Private,9,Divorced,Own-child,Black,Male,0,0,40,<=50K,Machine-op-inspct,United-States
47,Private,10,Married-civ-spouse,Husband,White,Male,0,0,10,<=50K,Other-service,United-States
29,Private,4,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Craft-repair,Other
40,Local-gov,9,Married-civ-spouse,Husband,White,Male,0,0,48,<=50K,Exec-managerial,United-States
28,Private,13,Married-civ-spouse,Wife,White,Female,4386,0,20,>50K,Prof-specialty,United-States
32,State-gov,11,Divorced,Not-in-family,White,Female,0,0,43,<=50K,Exec-managerial,United-States
35,Private,10,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Exec-managerial,United-States
52,State-gov,14,Divorced,Not-in-family,White,Female,0,0,40,<=50K,Prof-specialty,United-States
17,Private,8,Never-married,Own-child,White,Female,0,0,24,<=50K,Other-service,United-States
76,Private,4,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Other-service,United-States
41,Self-emp-not-inc,16,Never-married,Not-in-family,White,Male,0,0,30,<=50K,Prof-specialty,United-States
46,Private,9,Divorced,Unmarried,White,Female,0,0,55,<=50K,Exec-managerial,United-States
49,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Sales,United-States
60,Federal-gov,9,Married-spouse-absent,Not-in-family,White,Male,0,0,40,<=50K,Other,United-States
62,Private,9,Never-married,Not-in-family,Black,Female,0,0,37,<=50K,Adm-clerical,United-States
46,Federal-gov,12,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Prof-specialty,Other
50,Private,9,Married-spouse-absent,Not-in-family,White,Male,0,0,45,<=50K,Other,United-States
39,Private,11,Separated,Own-child,White,Female,594,0,40,<=50K,Adm-clerical,United-States
38,Private,13,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Exec-managerial,United-States
56,Private,9,Divorced,Unmarried,White,Male,0,0,10,<=50K,Other,United-States
30,Self-emp-not-inc,11,Separated,Not-in-family,White,Male,0,0,40,<=50K,Sales,Mexico
41,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Craft-repair,Other
43,Private,13,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Other,United-States
28,Private,13,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Sales,Other
30,Private,9,Married-civ-spouse,Husband,White,Male,0,0,35,>50K,Craft-repair,United-States
19,Private,9,Never-married,Own-child,White,Male,0,0,30,<=50K,Machine-op-inspct,United-States
56,Private,10,Married-civ-spouse,Husband,White,Male,0,0,34,<=50K,Craft-repair,United-States
23,Private,13,Never-married,Not-in-family,White,Male,0,0,35,<=50K,Craft-repair,United-States
34,Private,12,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Exec-managerial,United-States
43,Private,13,Married-civ-spouse,Husband,Black,Male,0,1977,40,>50K,Exec-managerial,United-States
60,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,20,<=50K,Craft-repair,United-States
60,Self-emp-inc,9,Married-civ-spouse,Wife,White,Female,0,0,40,<=50K,Craft-repair,United-States
42,Private,9,Married-civ-spouse,Husband,White,Male,0,0,85,<=50K,Craft-repair,United-States
32,Local-gov,10,Divorced,Not-in-family,White,Male,0,1408,40,<=50K,Other,United-States
31,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Other,Mexico
25,Private,9,Never-married,Not-in-family,White,Male,0,0,36,<=50K,Other,Other
25,Private,8,Married-civ-spouse,Husband,Black,Male,3103,0,40,<=50K,Other-service,United-States
41,Self-emp-inc,12,Married-civ-spouse,Husband,White,Male,0,1977,50,>50K,Other,United-States
26,Private,10,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Other-service,United-States
45,Local-gov,13,Married-civ-spouse,Husband,Black,Male,7688,0,65,>50K,Exec-managerial,United-States
35,Private,9,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Craft-repair,United-States
21,Private,5,Never-married,Other-relative,White,Male,0,0,40,<=50K,Other-service,United-States
39,Federal-gov,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Other,United-States
22,Private,13,Never-married,Own-child,White,Male,0,0,45,<=50K,Exec-managerial,United-States
66,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,2290,0,40,<=50K,Craft-repair,Other
32,Federal-gov,10,Divorced,Unmarried,White,Male,0,0,40,<=50K,Adm-clerical,Mexico
41,Self-emp-inc,10,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Other,United-States
27,Private,7,Never-married,Own-child,Other,Male,0,0,40,<=50K,Other-service,United-States
43,State-gov,14,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Exec-managerial,United-States
56,Private,9,Never-married,Own-child,White,Female,0,0,35,<=50K,Adm-clerical,United-States
34,Private,9,Married-civ-spouse,Wife,Black,Female,0,1672,40,<=50K,Other,United-States
29,Private,9,Never-married,Unmarried,White,Female,0,0,40,<=50K,Adm-clerical,United-States
34,Private,12,Never-married,Unmarried,White,Female,0,0,40,<=50K,Other,United-States
37,Private,13,Never-married,Not-in-family,Black,Female,0,0,40,<=50K,Adm-clerical,United-States
51,Local-gov,9,Separated,Unmarried,White,Female,0,0,40,<=50K,Adm-clerical,Other
34,Private,9,Divorced,Unmarried,Black,Female,0,0,40,<=50K,Adm-clerical,United-States
60,Self-emp-not-inc,5,Married-civ-spouse,Husband,White,Male,0,0,70,<=50K,Other,United-States
41,Private,9,Never-married,Unmarried,White,Male,0,0,40,<=50K,Craft-repair,Mexico
27,Local-gov,13,Married-civ-spouse,Husband,Black,Male,0,0,40,<=50K,Prof-specialty,United-States
46,Private,10,Never-married,Not-in-family,White,Female,2354,0,40,<=50K,Machine-op-inspct,United-States
22,Private,9,Divorced,Own-child,White,Female,0,0,35,<=50K,Other-service,United-States
46,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Exec-managerial,United-States
40,Private,13,Never-married,Not-in-family,White,Male,0,0,30,<=50K,Prof-specialty,United-States
24,Private,13,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Other,United-States
28,Self-emp-not-inc,10,Never-married,Own-child,White,Male,0,0,30,<=50K,Prof-specialty,United-States
53,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,99,<=50K,Other,United-States
25,Private,10,Never-married,Not-in-family,White,Female,0,0,65,<=50K,Prof-specialty,United-States
64,Local-gov,10,Married-civ-spouse,Husband,White,Male,0,0,35,<=50K,Other,United-States
45,Private,13,Never-married,Not-in-family,Black,Female,0,0,44,>50K,Other-service,United-States
32,Private,7,Divorced,Own-child,Black,Male,0,0,45,<=50K,Other,United-States
30,Private,9,Never-married,Not-in-family,White,Female,0,0,30,<=50K,Adm-clerical,United-States
19,Private,9,Never-married,Other-relative,White,Female,0,0,28,<=50K,Sales,Mexico
31,Private,13,Never-married,Not-in-family,White,Female,10520,0,40,>50K,Other,United-States
39,Private,10,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Sales,United-States
55,Private,9,Divorced,Other-relative,White,Female,0,0,40,<=50K,Other-service,Other
45,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,0,0,65,<=50K,Sales,United-States
42,Private,10,Married-civ-spouse,Wife,Black,Female,0,0,48,>50K,Machine-op-inspct,United-States
65,Private,6,Divorced,Not-in-family,Black,Male,0,0,64,<=50K,Other-service,United-States
37,State-gov,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Prof-specialty,United-States
28,Private,9,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Machine-op-inspct,Other
48,Private,4,Married-civ-spouse,Wife,Black,Female,0,0,15,<=50K,Other,United-States
43,Local-gov,14,Divorced,Not-in-family,White,Female,0,0,65,<=50K,Prof-specialty,United-States
44,Private,9,Never-married,Other-relative,White,Female,0,0,40,<=50K,Adm-clerical,United-States
58,Local-gov,14,Married-civ-spouse,Husband,Black,Male,7688,0,45,>50K,Prof-specialty,United-States
70,Self-emp-not-inc,13,Widowed,Not-in-family,White,Female,0,0,30,<=50K,Prof-specialty,United-States
28,Local-gov,14,Never-married,Not-in-family,White,Male,0,0,55,<=50K,Prof-specialty,United-States
46,Local-gov,15,Separated,Not-in-family,Black,Male,4650,0,40,<=50K,Prof-specialty,United-States
33,Private,10,Divorced,Unmarried,White,Female,0,0,55,<=50K,Other-service,United-States
35,Local-gov,13,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Other,United-States
18,Private,7,Never-married,Own-child,White,Male,0,0,40,<=50K,Prof-specialty,United-States
29,Private,6,Divorced,Not-in-family,White,Female,0,0,30,<=50K,Other-service,United-States
59,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Other,United-States
29,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Other,United-States
22,Private,7,Divorced,Other-relative,White,Female,0,0,25,<=50K,Sales,United-States
34,Private,9,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Exec-managerial,United-States
54,State-gov,10,Married-civ-spouse,Husband,White,Male,0,1902,40,>50K,Prof-specialty,United-States
38,Private,7,Divorced,Unmarried,White,Male,0,0,55,<=50K,Other,United-States
44,Private,9,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Sales,United-States
30,Private,9,Never-married,Own-child,White,Male,0,0,60,<=50K,Other,United-States
28,Private,9,Married-civ-spouse,Wife,White,Female,0,0,15,<=50K,Adm-clerical,United-States
57,Federal-gov,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Other,United-States
38,Private,9,Never-married,Not-in-family,White,Male,0,0,60,<=50K,Adm-clerical,United-States
43,Private,4,Divorced,Unmarried,Black,Female,0,0,40,<=50K,Other-service,United-States
34,Private,16,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Exec-managerial,United-States
46,Private,10,Divorced,Not-in-family,White,Male,0,0,50,<=50K,Exec-managerial,United-States
50,Local-gov,14,Never-married,Not-in-family,White,Female,0,0,50,>50K,Prof-specialty,United-States
72,Private,4,Married-civ-spouse,Husband,White,Male,0,0,20,<=50K,Other-service,United-States
24,Private,9,Never-married,Own-child,White,Male,0,0,40,<=50K,Other,United-States
75,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,0,2149,35,<=50K,Exec-managerial,United-States
18,Private,9,Never-married,Other-relative,White,Male,2176,0,25,<=50K,Machine-op-inspct,United-States
19,Private,9,Never-married,Other-relative,Black,Female,0,0,15,<=50K,Sales,United-States
31,Self-emp-inc,10,Divorced,Not-in-family,White,Female,0,0,40,<=50K,Exec-managerial,United-States
36,Self-emp-not-inc,13,Divorced,Unmarried,Asian-Pac-Islander,Female,0,0,8,<=50K,Sales,Other
24,Private,13,Never-married,Not-in-family,White,Female,0,0,32,<=50K,Other-service,United-States
62,Private,9,Divorced,Unmarried,White,Male,0,1741,40,<=50K,Machine-op-inspct,United-States
25,Private,9,Married-civ-spouse,Husband,Black,Male,3137,0,40,<=50K,Adm-clerical,United-States
56,Private,10,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Prof-specialty,United-States
38,Private,11,Widowed,Not-in-family,White,Male,0,0,40,<=50K,Machine-op-inspct,United-States
41,Private,8,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Craft-repair,United-States
33,Private,2,Married-spouse-absent,Unmarried,White,Male,0,0,40,<=50K,Other,Mexico
38,Private,9,Never-married,Unmarried,White,Female,0,0,30,<=50K,Sales,United-States
44,Private,9,Never-married,Own-child,White,Female,0,0,20,<=50K,Other,United-States
72,Self-emp-inc,15,Married-civ-spouse,Husband,White,Male,20051,0,48,>50K,Prof-specialty,United-States
72,Private,10,Married-civ-spouse,Husband,White,Male,2653,0,40,<=50K,Craft-repair,United-States
37,Private,15,Married-civ-spouse,Wife,White,Female,0,0,60,>50K,Other-service,United-States
54,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Adm-clerical,United-States
40,Private,10,Divorced,Not-in-family,White,Female,0,0,20,<=50K,Sales,United-States
35,Private,9,Married-civ-spouse,Husband,Black,Male,0,0,40,<=50K,Craft-repair,United-States
41,Private,13,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,60,>50K,Prof-specialty,Other
52,Private,10,Married-civ-spouse,Husband,Black,Male,0,0,56,>50K,Prof-specialty,United-States
37,Private,9,Divorced,Unmarried,White,Male,0,0,75,<=50K,Sales,United-States
22,Private,9,Married-civ-spouse,Wife,White,Female,0,0,30,<=50K,Adm-clerical,United-States
59,Private,10,Never-married,Unmarried,White,Female,0,0,40,<=50K,Adm-clerical,Other
34,Private,10,Never-married,Unmarried,Black,Female,0,0,40,<=50K,Other,United-States
42,Self-emp-not-inc,13,Divorced,Unmarried,White,Female,0,0,30,<=50K,Prof-specialty,United-States
40,Private,7,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Craft-repair,Mexico
32,Private,13,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Machine-op-inspct,United-States
46,Private,9,Married-civ-spouse,Husband,White,Male,0,0,35,<=50K,Other,Other
21,Private,10,Never-married,Own-child,White,Female,0,0,20,<=50K,Exec-managerial,United-States
47,Self-emp-not-inc,10,Divorced,Not-in-family,White,Male,0,0,30,<=50K,Other-service,United-States
53,Private,10,Married-civ-spouse,Husband,White,Male,0,0,47,>50K,Craft-repair,United-States
31,Private,13,Married-civ-spouse,Husband,White,Male,7688,0,55,>50K,Sales,United-States
39,Private,12,Never-married,Not-in-family,White,Male,0,0,20,<=50K,Adm-clerical,United-States
50,Private,9,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,0,0,30,<=50K,Other-service,United-States
21,Private,10,Never-married,Not-in-family,White,Male,0,0,35,<=50K,Other-service,United-States
39,Private,14,Married-civ-spouse,Husband,White,Male,0,1977,55,>50K,Sales,United-States
20,Private,10,Never-married,Own-child,White,Male,0,0,23,<=50K,Other,United-States
33,Private,9,Never-married,Not-in-family,White,Male,0,0,60,<=50K,Other,United-States
74,Self-emp-not-inc,12,Married-civ-spouse,Husband,White,Male,0,0,30,>50K,Exec-managerial,United-States
25,Private,10,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Craft-repair,United-States
31,Private,9,Never-married,Own-child,White,Male,0,0,50,<=50K,Other,United-States
27,Private,10,Never-married,Not-in-family,White,Female,0,0,60,<=50K,Adm-clerical,Other
31,Private,7,Married-civ-spouse,Husband,White,Male,0,0,55,>50K,Other,United-States
48,Private,14,Divorced,Unmarried,White,Female,0,0,40,<=50K,Prof-specialty,United-States
73,Private,9,Widowed,Not-in-family,White,Female,0,0,3,<=50K,Sales,United-States
30,Private,9,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Prof-specialty,United-States
53,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Exec-managerial,Other
37,Federal-gov,9,Married-civ-spouse,Wife,White,Female,0,0,40,>50K,Adm-clerical,United-States
19,Private,10,Never-married,Own-child,White,Female,0,1719,25,<=50K,Adm-clerical,United-States
53,Private,8,Married-civ-spouse,Husband,White,Male,5013,0,45,<=50K,Other,United-States
59,Self-emp-inc,15,Divorced,Not-in-family,White,Male,13550,0,40,>50K,Prof-specialty,United-States
39,Private,13,Divorced,Unmarried,White,Female,0,0,40,<=50K,Adm-clerical,United-States
23,Private,13,Never-married,Own-child,Black,Female,0,0,38,<=50K,Adm-clerical,United-States
26,Private,13,Never-married,Not-in-family,White,Male,0,2205,43,<=50K,Adm-clerical,United-States
56,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Other-service,United-States
90,Private,10,Never-married,Own-child,White,Female,0,1944,12,<=50K,Adm-clerical,United-States
35,Private,9,Married-civ-spouse,Wife,White,Female,0,1902,28,>50K,Other,United-States
52,Private,5,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Other,United-States
43,Federal-gov,9,Married-civ-spouse,Husband,Black,Male,0,0,40,>50K,Craft-repair,United-States
41,Private,9,Separated,Unmarried,White,Female,0,0,15,<=50K,Other-service,United-States
39,Private,10,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Sales,United-States
31,Private,10,Divorced,Not-in-family,White,Female,0,0,50,<=50K,Exec-managerial,United-States
26,Self-emp-inc,10,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Exec-managerial,United-States
46,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Sales,United-States
20,Private,6,Never-married,Not-in-family,White,Female,0,0,30,<=50K,Sales,Mexico
51,Private,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Other-service,United-States
42,Private,10,Married-civ-spouse,Husband,White,Male,5178,0,40,>50K,Sales,United-States
29,Private,9,Married-civ-spouse,Wife,White,Female,0,1902,35,>50K,Other-service,United-States
62,Private,8,Never-married,Unmarried,White,Male,0,0,40,<=50K,Craft-repair,United-States
52,Local-gov,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Other,Other
64,Self-emp-not-inc,2,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Craft-repair,Mexico
